nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,nama_kelurahan,nama_kecamatan,nama_kota
indomaret,4.0,3,-6.2511809,106.7781617,"jl. pahlawan no.2, rw.10, kby. lama utara, kota jakarta selatan",ChIJI231igTxaS4RKIR6Aki7DBw,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret radio dalam. t06c,4.2,18,-6.2523025,106.7913861,"jl. radio dalam raya blok haji hamali no.22, rt.1/rw.9, gandaria utara, kota jakarta selatan",ChIJD3ss9gzxaS4RA85t5OGeHsk,Indomaret,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret petogogan (tb49),4.2,24,-6.254561799999999,106.7958583,"jl. petogogan ii no.18, rt.9/rw.5, pulo, kota jakarta selatan",ChIJperbNA3xaS4R4zKGAs61CVs,Indomaret,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret sultan iskandar muda,4.2,95,-6.2511828,106.7813003,"jl. sultan iskandar muda no.9, rt.8/rw.1, kby. lama sel., kota jakarta selatan",ChIJ74HObQXxaS4RUip6zNyV5gE,Indomaret,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret petogogan,4.2,21,-6.2503084,106.7941812,"jl. petogogan no.18, gandaria utara, kebayoran baru, pulo, rt.11/rw.7, rt.11/rw.7, pulo, kota jakarta selatan",ChIJ94ljMXPxaS4RH5R1BnmpJP8,Indomaret,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.7,7,-6.2534879,106.7758737,"jl. bintaro raya no.17, rt.013/rw.10, kby. lama sel., kota jakarta selatan",ChIJY1VVVQTxaS4RtmETuVP403E,Indomaret,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret tanah kusir 2 dalam tt2d,4.4,269,-6.257153,106.784136,"gg. swadaya iii no.18, rt.10/rw.9, kby. lama sel., kota jakarta selatan",ChIJZbLLdm_xaS4R4cgyDKLeE8k,Indomaret,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret praja dalam k,4.1,17,-6.2505751,106.7834542,"jl. praja dalam k no.18, rt.9/rw.5, kby. lama sel., kota jakarta selatan",ChIJOwAAAAfxaS4RKTnNaZ1qgc4,Indomaret,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret grand wijaya. t98c,4.2,55,-6.2532473,106.7993526,"grand wijaya blok b10, jl. wijaya ii, rt.6/rw.1, pulo, kota jakarta selatan",ChIJT8Q48HPxaS4RHGBGXmOUqp0,Indomaret,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret panglima polim 125b t3pi,4.0,5,-6.2550595,106.7974126,"jl. panglima polim no.125a, rt.2/rw.1, pulo, kota jakarta selatan",ChIJb-Coe5PxaS4Rq13QTJ2nq04,Indomaret,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret anggrek petukangan,4.0,10,-6.231106,106.7557339,"jl. anggrek, rt.7/rw.5, petukangan utara, kota jakarta selatan",ChIJz6qqqsnwaS4R5k7p_0d1KX8,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret saidi raya,4.2,13,-6.241212699999999,106.7563251,"jl. m.saidi raya no: 62 rt. 009 / rw. 01, petukangan selatan, pasanggrahan, rt.7/rw.5, petukangan sel., kota jakarta selatan",ChIJe35tSOjwaS4R6QeisbhjlkM,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
indomaret saidi raya 2. tckr,4.3,121,-6.2451289,106.7569883,"no., jl. m. saidi raya no.54, rt.1/rw.5, petukangan sel., kota jakarta selatan",ChIJAZgxPO_waS4RSgVSHG9MFBc,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
indomaret ciledug raya. trl0,4.3,256,-6.2364187,106.7579387,"jl. ciledug raya no.51, rt.6/rw.4, petukangan utara, kota jakarta selatan",ChIJCfldOcPwaS4RtrLi0yMazkU,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret kostrad pusri,4.8,17,-6.2337088,106.7574351,"jl. kostrad pusri (sp.mitra diskon) no. 2a, petukangan utara, pasanggrahan, rt.2/rw.11, north petukangan, kota jakarta selatan",ChIJz6qqqsnwaS4RAC370aGrhq4,Indomaret,North Petukangan,Pesanggrahan,Kota Jakarta Selatan
indomaret pesanggrahan bintaro (tp12),4.1,20,-6.254884199999999,106.7566629,"jalan uluhjami, rt.12/rw.6, pesanggrahan, rt.12/rw.6, pesanggrahan, rt.12/rw.6, pesanggrahan, kota jakarta selatan",ChIJex_w2-_waS4R6VXC2vkXSFA,Indomaret,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan
indomaret swadarma 1. texu,4.5,60,-6.228395799999999,106.7606678,"qqc6+j7v, jl. swadarma raya, rt.1/rw.2, ulujami, kota jakarta selatan",ChIJOwckatDwaS4RpIzxDLhO1EM,Indomaret,Ulujami,Pesanggrahan,Kota Jakarta Selatan
indomaret pesanggrahan permai,3.9,15,-6.237529299999999,106.7545527,"jl. pesanggrahan iv, rt.1/rw.7, petukangan sel., kota jakarta selatan",ChIJz6qqqsnwaS4RxD9ldK9oKKo,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
indomaret palem raya. fgul,4.4,97,-6.2262773,106.7574534,"jl. palem raya no.3, petukangan utara, kota jakarta selatan",ChIJH36UOM7waS4RPJe-iO0msh0,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
"indomaret, taman alfa indah. t039",4.4,163,-6.2241206,106.7548738,"jl. taman alfa indah blok k. 1 no.46-47, rt.10/rw.7, petukangan utara, kota jakarta selatan",ChIJe6ZjJMzwaS4RkAqiCOaJD-E,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret,4.6,23,-6.240787699999999,106.7915935,"jl. tebah ii no.29, rt.13/rw.3, gunung, kota jakarta selatan",ChIJS27Tds_xaS4R_ZcfY1bc7Eo,Indomaret,Gunung,Kebayoran Baru,Kota Jakarta Selatan
indomaret rc veteran 13,4.4,8,-6.2576627,106.7683716,"4 no.10, rt.4/rw.10, bintaro, kota jakarta selatan",ChIJhw7nnzDxaS4RVsy9lGn0S7U,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret melawai iv no 52,5.0,2,-6.2454911,106.80124,"3, jl. melawai iv no.52, rw.1, melawai, kota jakarta selatan",ChIJaWy44RjxaS4RORWqDRtDtk0,Indomaret,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret hasanudin 57,4.0,4,-6.2425243,106.8022062,"jl. sultan hasanudin no.53, rt.2/rw.1, melawai, kota jakarta selatan",ChIJ-ZfljI_xaS4RYqEvAOKUxi0,Indomaret,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret melawai,4.4,110,-6.246081800000001,106.7998046,"jl. melawai raya no.17 melawai, kebayoran lama, rt.2/rw.1, melawai, kota jakarta selatan",ChIJq2YU5W7xaS4RKF6o-6Mc-uA,Indomaret,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret fave melawai (fm6s),0.0,0,-6.244421399999999,106.8015382,"jl. melawai iv no.3-11, rt.3/rw.1, melawai, kota jakarta selatan",ChIJZ_9u5ZDxaS4RtzyeEc5s00A,Indomaret,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret spbu bintaro,4.6,48,-6.261597099999999,106.7569951,"pqq4+8rr, unnamed road, rt.6/rw.3, pesanggrahan, kota jakarta selatan",ChIJEf3pk_rxaS4R4b0T-ousRiQ,Indomaret,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan
indomaret damai pesanggrahan,4.4,102,-6.2487206,106.754172,"jl. damai raya no.5, rt.5/rw.5, petukangan sel., kota jakarta selatan",ChIJL-ueae7waS4RrdvbPbIBUlw,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
haji indomaret enting. {ts90},3.3,20,-6.2579731,106.8006317,"gg. h. enting no.1, rt.10/rw.1, cipete utara, kota jakarta selatan",ChIJDwH5C3bxaS4RcxF4-cn7X5g,Indomaret,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret puspita raya,4.5,124,-6.263565799999999,106.7568792,"jl. bintaro puspita raya no.9, rt.9/rw.2, pesanggrahan, kota jakarta selatan",ChIJN6SvsVnwaS4R7Dvnqx_sr4M,Indomaret,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan
indomaret duta mas fatmawati,4.5,62,-6.263351900000001,106.7986876,"jl. rs. fatmawati raya no.15, rw.5, cipete utara, kota jakarta selatan",ChIJAQAAAJ3xaS4R3VfdB1vHqnw,Indomaret,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret (bintaro utama),4.9,8,-6.2710224,106.7578861,"jl. taman bintaro no.194, rt.8/rw.11, bintaro, kota jakarta selatan",ChIJtXtyLz_xaS4RNegL6qVJ54I,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret asem 2.,3.8,23,-6.272082,106.8009549,"jl. asem dua no.26, rt.14/rw.5, cipete sel., kota jakarta selatan",ChIJs6y5G5HxaS4RurVX3sajfVU,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan
indomaret dan fotocopi,5.0,1,-6.2393471,106.8107088,"qr66+777, rt.1/rw.5, petogogan, kota jakarta selatan",ChIJeSJcQGfxaS4RjSDS5V3D1ZY,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.0,1,-6.2460531,106.8074507,"jl. wijaya iv no.73, rt.10/rw.1, petogogan, kota jakarta selatan",ChIJLaYz6kXxaS4R23ofLaT83us,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
indomaret (abdul majid),4.4,207,-6.266423,106.8061697,"jl. cipete utara no.4, rt.17/rw.2, cipete sel., kota jakarta selatan",ChIJtzSt1YTxaS4RFu6cHY0WKkQ,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan
indomaret damai f561,4.5,140,-6.2620838,106.8056991,"jl. h. jian no.81, rt.1/rw.7, cipete utara, kota jakarta selatan",ChIJPUjazZzxaS4RUSIDkidVSQg,Indomaret,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret exit mrt h nawi,5.0,1,-6.266061,106.7975764,"jl. rs. fatmawati raya no.2, rt.4/rw.5, cipete sel., kota jakarta selatan",ChIJyzZxP67xaS4RMbpMyvQ2wbU,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan
indomaret direktorat jenderal pajak,4.6,7,-6.2255721,106.8163936,"kompleks kantor pusat djp basement 1, jend. gatot subroto kav 40-42, senayan, kebayoran baru, rt.7/rw.1, senayan, kota jakarta selatan",ChIJdfevp1fxaS4RnmGonsjjpmU,Indomaret,Senayan,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.3,115,-6.2249707,106.807775,"plaza bapindo kav 54-55 no 54-56, jl. jenderal sudirman, rt.5/rw.3, senayan, kota jakarta selatan",ChIJo4N061HxaS4RLUD76ouW53E,Indomaret,Senayan,Kebayoran Baru,Kota Jakarta Selatan
indomaret,3.5,51,-6.285409400000001,106.8379601,"jl. raya ragunan no.9, rw.10, ps. minggu, kota jakarta selatan",ChIJmwb3rhPyaS4R_23xpv2E254,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
indomaret salihara no 10a. t2li,0.0,0,-6.284196499999999,106.8380562,"jl. salihara no.13, rw.1, ps. minggu, kota jakarta selatan",ChIJWdIwMBPzaS4RLbHyiDEEYZ4,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
raya ragunan indomaret,4.1,17,-6.2858816,106.8301102,"jl. raya ragunan no.19, rt.2/rw.7, jati padang, kota jakarta selatan",ChIJBS7mhhDyaS4RwQ24c_CL25w,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
indomaret rawajati timur ii,4.4,171,-6.2599244,106.8548204,"jl. rawajati timur ii no.6a, rt.6/rw.8, rawajati, kota jakarta selatan",ChIJgxhagUnzaS4RvD_Z_w12BOo,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan
indomaret jeruk purut,4.5,132,-6.291164699999999,106.8129499,"jl. jeruk purut no.22, rt.3/rw.3, cilandak tim., kota jakarta selatan",ChIJvy_4mvnxaS4RjjbhIFaTp4Y,Indomaret,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan
indomaret gurame raya,4.2,18,-6.2957984,106.8366216,"jl. gurame raya no.32, rt.2/rw.9, ps. minggu, kota jakarta selatan",ChIJgVaTJgryaS4RZDPX8Ifsn0A,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
indomaret,4.9,7,-6.298130500000001,106.8299386,"plaza oleos, jl. tb simatupang, rt.2/rw.1, kebagusan, kota jakarta selatan",ChIJ4dtL_AfyaS4RF-C9eDUjQ0o,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
indomaret taman margasatwa,4.3,21,-6.2892776,106.8242394,"jalan taman margasatwa no.18a, jati padang, rt.6/rw.1, ragunan, kota jakarta selatan",ChIJ2fZhrgTyaS4Rl1uCPiHU63Q,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan
indomaret perempatan ampera,4.1,69,-6.2917269,106.8165986,"jalan ampera raya 2, rt.2/rw.2, cilandak tim., kota jakarta selatan",ChIJCTLyivjxaS4Rre-W6oaY4qE,Indomaret,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan
indomaret rm harsono no.1,0.0,0,-6.301390500000001,106.8214132,"mrxc+chv, rw.7, ragunan, kota jakarta selatan",ChIJKzbH_nbtaS4RPC_zVyqnB5g,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan
indomaret cilandak raya,4.3,20,-6.297004200000001,106.8154176,"pr38+55x, jl. raya cilandak kko, rt.1/rw.5, ragunan, kota jakarta selatan",ChIJ-6Meqf_xaS4R99u9vNNVFjg,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan
indomaret spbu,4.8,19,-6.2905671,106.8235708,"jl. warung jati barat no.28, rt.5/rw.1, ragunan, kota jakarta selatan",ChIJC4P6jYjzaS4RmEFhDQhpE7U,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan
indomaret berlian ii cilandak,4.5,2,-6.2965402,106.8005802,"pr32+96p, rt.6/rw.2, west cilandak, kota jakarta selatan",ChIJDaAAxvjxaS4RX-J08P1H7ug,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret kebagusan raya,4.5,400,-6.303428299999999,106.8267375,"mrwg+jpj, rt.8/rw.7, kebagusan, kota jakarta selatan",ChIJbbdFCvntaS4RhngjQ_Gl0v0,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
indomaret pasar minggu,4.5,2,-6.291435099999999,106.8419087,"jl. raya ps. minggu no.15d, rt.13/rw.5, ps. minggu, kota jakarta selatan",ChIJKdFjS4XzaS4RpmE0MI-N8hQ,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
indomaret,3.8,10,-6.2961348,106.843599,"jl. poltangan raya no.19, rt.1/rw.4, tj. bar., kota jakarta selatan",ChIJd3ilG3XyaS4R7Y_rIePXcG4,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret simatupang 52,5.0,1,-6.3041554,106.8438925,"jl. tb simatupang no.52, rt.8/rw.4, tj. bar., kota jakarta selatan",ChIJZYivLIntaS4RYRVV5fqSKRw,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret tb simatupang,3.5,19,-6.3039672,106.8508534,"jl. tb simatupang no.47, rt.12/rw.5, tj. bar., kota jakarta selatan",ChIJNWl0JY_taS4Rcf7n3fGXkxw,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret,4.0,44,-6.295587599999999,106.8453943,"jl. poltangan raya no.49, rt.5/rw.10, pejaten tim., kota jakarta selatan",ChIJvdo1THTyaS4RBoB9yjj3LdM,Indomaret,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan
indomaret,4.3,84,-6.3045613,106.8437533,"jl. nangka raya no.5, rt.8/rw.5, tj. bar., kota jakarta selatan",ChIJ_57ljYztaS4RBUKmJ5rF0XA,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret mtrade teluk betung,0.0,0,-6.2993709,106.8399129,"jl. raya pasar minggu no.168, rt.4/rw.8, ps. minggu, kota jakarta selatan",ChIJ5RSsmVTtaS4RlacdijhrxSI,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
indomaret rawa bambu,4.4,271,-6.2914141,106.8419168,"jl. raya rw. bambu no.14, rt.13/rw.5, ps. minggu, kota jakarta selatan",ChIJA00kMHPyaS4RzjSAlv_vnD4,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
indomaret rancho indah,3.2,14,-6.305132,106.8502399,"jl. rancho indah no.17, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJ76qqqo3taS4RkUk7x72ntOw,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret nangka 1,4.6,117,-6.3029362,106.8475626,"jl. nangka raya no.6, rw.5, tj. bar., kota jakarta selatan",ChIJh2Vkk9jtaS4R71LDz2IfqhU,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret jatipadang no 2,4.4,204,-6.287836299999999,106.8293824,"jl. jatipadang utara no.1, rt.7/rw.9, jati padang, kota jakarta selatan",ChIJBa5dUV_zaS4Rpz5v0gMy_nU,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
indomaret pintu barat ragunan (t1y7),0.0,0,-6.3104305,106.8159192,"14, jl. margasatwa baru no.45, rw.8, jagakarsa, kota jakarta selatan",ChIJwcwxNEXvaS4RiKmoGQ6V0pU,Indomaret,Jagakarsa,Cilandak,Kota Jakarta Selatan
indomaret st tj.barat,0.0,0,-6.3085045,106.8381817,"jl. raya lenteng agung no.5, rt.3/rw.1, lenteng agung, kota jakarta selatan",ChIJxbO8YfvtaS4RVgwXEDURxRs,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret kebagusan city,4.3,14,-6.3075195,106.8358518,"apartement kebagusan city tower c unitk18192223, rt.1/rw.6, kebagusan, kota jakarta selatan",ChIJz_____DtaS4RuBSePQZKmzM,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
indomaret jl. m. kahfi 1,4.1,73,-6.3180584,106.8113141,"jalan jagakarsa blok hidayah no.10 rt.10/rw.6, rt.3/rw.6, jagakarsa, kota jakarta selatan",ChIJWQO5mgzuaS4RFP9F2gFfJyY,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret,4.7,6,-6.3203625,106.8106762,"jl. m. khafi no.62, rt.3/rw.4, jagakarsa, kota jakarta selatan",ChIJWdlCSXPuaS4RzpIWwflyKKU,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret bango raya,0.0,0,-6.3075877,106.8039904,"jl. bango ii no.31, rw.3, pd. labu, kota jakarta selatan",ChIJXTAa0H_vaS4R5_VN2xv2sJA,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan
indomaret,4.7,10,-6.313857899999999,106.8255294,"mrpg+f62, rt.10/rw.7, ragunan, kota jakarta selatan",ChIJ7a6YI-TtaS4RHRQ67Lb2ub0,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan
indomaret plus cilandak kko (tmip),4.5,645,-6.3098246,106.8139564,"jl. raya cilandak kko no.3, rt.14/rw.8, ragunan, kota jakarta selatan",ChIJJ3rNnQjuaS4RWjDJ-zFTzR0,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan
indomaret durian jagakarsa,4.4,243,-6.3187172,106.8157181,"jl. paso no.32, rt.4/rw.4, jagakarsa, kota jakarta selatan",ChIJp2612gruaS4R6xThXZZnoQw,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret tanjung barat,4.6,101,-6.3119122,106.838572,"jl. raya tj. barat no.12a, rt.5/rw.1, tj. bar., kota jakarta selatan",ChIJO8FvdaLtaS4RSZB1kkXDSLk,Indomaret,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
mitra umkm indomaret,0.0,0,-6.321487500000001,106.8251361,"jagakarsa, kota jakarta selatan",ChIJ17YTyN3taS4RJt9KCDT3YEg,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret,2.7,14,-6.323935700000001,106.8372384,"jl. agung raya i no.3, rt.9/rw.2, lenteng agung, kota jakarta selatan",ChIJx0ubeSPtaS4RHy0oOTeBz3s,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret kebagusan,0.0,0,-6.317959699999999,106.8250448,"jl. kebagusan raya no.56, rt.10/rw.4, kebagusan, kota jakarta selatan",ChIJU4w3LnrtaS4RuMgFlMLq-BI,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
indomaret raya jagakarsa,4.4,221,-6.3273649,106.8163662,"no., jl. raya jagakarsa no.2, rt.10/rw.2, jagakarsa, kota jakarta selatan",ChIJnz15NXbuaS4RjtdQGUQE7gY,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret joe kelapa tiga,4.2,27,-6.3245479,106.8301569,"gg. bunga no.2, rt.2/rw.6, lenteng agung, kota jakarta selatan",ChIJPdTzvtrtaS4Rny8eJBB6jss,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret lenteng agung 28,4.4,283,-6.324972,106.8335444,"mrgm+2c8, rt.13/rw.5, lenteng agung, kota jakarta selatan",ChIJh7HpccTtaS4R3felpmD0M70,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
papaya indomaret jagakarsa,4.5,269,-6.325327300000001,106.8198997,"jl. pepaya raya no.4, rt.2/rw.5, jagakarsa, kota jakarta selatan",ChIJTTG_z9jtaS4RnfCTBd_V_Sw,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret stasiun lenteng agung,4.8,23,-6.330877699999999,106.8343701,"mr9m+jpx, jl. raya lenteng agung, rt.1/rw.5, lenteng agung, kota jakarta selatan",ChIJs8vL3f_taS4RD-B_tfITONc,Indomaret,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret kelapa hijau,4.5,325,-6.3268289,106.8278567,"no., jl. kelapa muda no.48, rt.11/rw.3, jagakarsa, kota jakarta selatan",ChIJDWcZHNvtaS4RroTyX5d4o2g,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret bu bagus,4.8,12,-6.3064437,106.8305633,"jl. kebagusan ii no.33, rt.1/rw.6, kebagusan, kota jakarta selatan",ChIJ9V6Ft6vtaS4RcOu1gslzJIQ,Indomaret,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
indomaret hybrid jeruk jagakarsa,4.3,137,-6.331093399999999,106.8292052,"jl. jeruk raya no.3a, rt.5/rw.1, jagakarsa, kota jakarta selatan",ChIJZWTzI9DtaS4Ra2YhrND7ULo,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret ciremai jagakarsa,3.9,22,-6.3245086,106.8113082,"jl. m.kahfi 1 rt 01/rw 04, jagakarsa, jagakarsa, rt.2/rw.7, jagakarsa, kota jakarta selatan",ChIJcQAAANntaS4RAesd4Pw1hXk,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret jagakarsa 1 no.1,4.5,196,-6.3322727,106.8204749,"mr9c+35v, townhouse jagakarsa, jl. jagakarsa 1, rt.3/rw.2, jagakarsa, kota jakarta selatan",ChIJnfhFPGLtaS4R8RAXOhmLRC4,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret amil pejaten,5.0,2,-6.2736879,106.8335799,"jl. amil no.11, rw.4, pejaten bar., kota jakarta selatan",ChIJwXhXQUjzaS4RyD2u1bivvgU,Indomaret,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan
indomaret ciledug petukangan,4.5,30,-6.236263,106.74756,"jl. ciledug raya no.6b, rt.10/rw.2, petukangan utara, kota jakarta selatan",ChIJzQet4L7waS4RFeApilyOjfw,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret,3.0,2,-6.228463899999999,106.7470185,"jl. h. muchtar raya no.1, rw.11, petukangan utara, kota jakarta selatan",ChIJ91a9IMjwaS4RIcKoAkrR_dM,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret darul fallah 2,4.5,238,-6.235983099999999,106.7512009,"jl. masjid darul falah no.13, rw.2, petukangan utara, kota jakarta selatan",ChIJgQybDsHwaS4R6ga_XdZJ78Q,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret,5.0,1,-6.242818199999999,106.7519549,"jl. kemajuan no.40, rw.2, petukangan sel., kota jakarta selatan",ChIJZetr6vrxaS4RsX9Sa2zGjK0,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
indomaret ciledug sangrilla,4.0,1,-6.2366825,106.7501446,"jl. ciledug raya no.12a, petukangan selatan, pesanggrahan, rt.1/rw.3, south petukangan, kota jakarta selatan",ChIJbfGEHcHwaS4RxKnoSu1bIxk,Indomaret,South Petukangan,Pesanggrahan,Kota Jakarta Selatan
indomaret raya muchtar. tp70,4.5,178,-6.228802099999999,106.7468449,"jl. h. muchtar raya no.9a, rt.6/rw.1, petukangan utara, kota jakarta selatan",ChIJG6pO37fwaS4RdYDjCTDUWMc,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret amd muchtar,4.3,82,-6.226289899999999,106.7402377,"qpfr+f3q, jl. h. muchtar raya, rt.003/rw.006, petukangan utara, kota jakarta selatan",ChIJeVMAR7HwaS4R4srJiyc2f4c,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret amd manunggal,4.4,209,-6.2303346,106.7508204,"jl. amd manunggal v no.2, rw.10, petukangan utara, kota jakarta selatan",ChIJr5QeJsbwaS4RabTVm0qv1rA,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret plus,0.0,0,-6.2240492,106.7547125,"jl. taman alfa indah no.10, rw.7, petukangan utara, kota jakarta selatan",ChIJKxJkI8zwaS4RTDk1MNNsXKU,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
muchtar indomaret kingdom 2. fvpx,3.8,19,-6.230582300000001,106.7456635,"jl. h. muchtar raya no.01, rt.5/rw.1, petukangan utara, kota jakarta selatan",ChIJr4-HGLjwaS4Ragtsic4Yjus,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret darul fallah tp13,4.4,159,-6.2333969,106.7515457,"jl. mesjid darul falah no.29d, rt.4/rw.2, petukangan utara, kota jakarta selatan",ChIJV2qZoMXwaS4RiQyhGgeG1xQ,Indomaret,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
indomaret inpres pertukangan. txtt,4.0,7,-6.2431066,106.7485969,"no., jl. inpres no.54, rt.14/rw.2, petukangan sel., kota jakarta selatan",ChIJawlqH-vwaS4ROFHJDR7K8YI,Indomaret,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
